country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Azerbaijan,AZ,AZE,10139175,,0,2020-05-04,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,0,2020-01-03,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,0,2020-02-02,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,2020-09-11,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,0,2020-05-27,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,2020-09-27,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,28,2020-04-11,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,2020-09-18,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,2020-06-22,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,18,2020-08-03,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,2,2020-05-07,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,0,2020-01-31,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,9,2020-08-01,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-04-27,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,19,2020-06-02,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,,0,2020-03-03,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,,0,2020-08-30,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,40,2020-09-03,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,0,2020-02-22,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,11,2020-06-05,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,0,2020-08-31,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,0,2020-05-26,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,4,2020-06-01,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,0,2020-02-05,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,0,2020-01-23,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,28,2020-04-16,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,4,2020-04-09,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,0,2020-01-21,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,1,2020-05-20,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,2020-03-20,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,2020-06-04,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,0,2020-01-15,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,2020-01-26,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,2020-06-20,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,,0,2020-02-24,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,2020-03-14,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,4,2020-07-13,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,0,2020-02-24,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,2020-03-15,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,,0,2020-03-25,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,16,2020-10-25,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,4,2020-06-18,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,2020-03-30,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,,0,2020-01-07,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,0,2020-06-13,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,0,2020-01-22,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,,0,2020-04-21,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,0,2020-03-09,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,0,2020-06-13,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,2020-05-16,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,0,2020-07-14,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,2,2020-08-22,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,1,2020-09-19,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,2,2020-09-18,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,45,2020-04-22,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,0,2020-02-26,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,2020-05-28,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,,10,2020-07-03,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,5,2020-06-19,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,,0,2020-02-02,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,107,2020-10-21,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,80,2020-05-10,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,9,2020-06-30,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-08-25,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,3,2020-08-20,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,0,2020-01-06,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,0,2020-01-04,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,,0,2020-02-18,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,1,2020-06-18,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,2020-08-22,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,6,2020-08-02,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,2,2020-07-14,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,0,2020-01-17,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,0,2020-01-15,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,5,2020-05-30,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,0,2020-01-20,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,2020-03-14,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,0,2020-09-21,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,433,2020-04-20,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,0,2020-06-19,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,0,2020-01-24,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,2020-05-09,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,0,2020-01-08,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,2020-01-26,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,0,2020-04-04,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,2020-01-11,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,1,2020-05-16,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,,0,2020-02-05,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,2,2020-04-25,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,3,2020-08-22,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,,7,2020-05-09,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,0,2020-03-24,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,0,2020-01-14,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,,0,2020-07-13,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,2020-08-15,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,,0,2020-07-14,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,29,2020-08-17,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,,0,2020-02-01,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,,0,2020-02-09,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,51,2020-09-03,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-05-15,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,,12,2020-08-12,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,9,2020-07-24,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,2020-09-20,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,3,2020-09-23,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,2020-06-30,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,41,2020-04-19,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,,0,2020-06-12,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,9,2020-04-15,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,20,2020-10-23,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,12,2020-10-01,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,13,2020-07-17,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,,0,2020-02-07,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,0,2020-01-10,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,3,2020-09-11,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,2020-06-10,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,2020-09-12,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,3,2020-08-17,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,,0,2020-03-29,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,63,2020-10-01,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,0,2020-09-01,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,4,2020-05-27,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,2020-01-05,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,0,2020-03-07,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,,0,2020-01-18,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,,0,2020-01-11,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,,0,2020-01-05,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,0,2020-01-28,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,0,2020-01-02,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,1,2020-06-12,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,2020-03-26,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,2,2020-09-21,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,,0,2020-02-13,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,12,2020-08-05,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,5,2020-03-31,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,0,2020-05-19,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,,1,2020-06-24,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,,0,2020-06-15,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,,2,2020-05-24,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,6,2020-08-30,"Epidemic intelligence, national daily data"
Jersey,JE,JEY,107796,,0,2020-01-13,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,0,2020-03-02,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,,5,2020-06-05,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,,0,2020-02-15,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,6,2020-09-18,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,296,2020-10-25,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,1,2020-03-31,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,35,2020-04-12,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,9,2020-06-29,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,,0,2020-02-02,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,11,2020-04-09,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,8,2020-06-14,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,,1,2020-07-03,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,,0,2020-01-25,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,2020-09-29,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,,0,2020-02-22,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,2,2020-08-21,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,4,2020-10-05,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,5,2020-05-07,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,3,2020-07-25,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,,0,2020-01-23,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,0,2020-01-07,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,,6,2020-07-28,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,,106,2020-10-17,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,,0,2020-09-29,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,0,2020-02-17,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,,0,2020-01-24,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,2020-07-05,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,,227,2020-04-24,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-07-21,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,0,2020-09-06,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,,86,2020-06-02,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,36,2020-10-10,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,2020-05-18,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,9,2020-07-25,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,0,2020-01-28,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,,2,2020-10-06,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,2,2020-06-29,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-07-13,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,7,2020-09-07,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,,4,2020-04-01,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,0,2020-05-05,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-02-15,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,2020-05-27,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,0,2020-01-14,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,,0,2020-05-04,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,,2,2020-06-24,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,0,2020-08-17,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,,6,2020-08-06,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-04-01,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,,1,2020-04-19,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,0,2020-06-18,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,,9,2020-08-23,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,,2,2020-09-07,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,,12,2020-08-14,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-06-27,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,,1,2020-06-19,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,,22,2020-05-15,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,,7,2020-04-02,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,,0,2020-08-18,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,,0,2020-05-02,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,,0,2020-09-28,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,,0,2020-09-01,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,,0,2020-03-01,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,,0,2020-03-30,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,3,2020-05-06,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,0,2020-06-23,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,1,2020-10-14,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,,1,2020-10-17,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,,0,2020-07-09,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,,30,2020-03-21,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,,0,2020-06-26,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,,2,2020-05-24,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,,0,2020-04-10,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,,0,2020-01-20,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,,3,2020-09-10,"Epidemic intelligence, national daily data"
